,Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
962,2017-09-17 21:47:23,Saving Bank account 1,Household,Kirana,,114.0,Expense,INR
963,2017-09-17 12:45:37,Saving Bank account 1,Health,Medicine,,151.0,Expense,INR
964,2017-09-17 10:50:40,Credit Card,Household,Kirana,Supermart,558.0,Expense,INR
965,2017-09-17 10:50:23,Saving Bank account 1,Food,Bread,,35.0,Expense,INR
966,2017-09-17 10:50:09,Saving Bank account 1,Food,Milk,1.5 lit milk ,99.0,Expense,INR
967,2017-09-15 22:32:40,Cash,Food,Dinner,Sugaran Kitchen,60.0,Expense,INR
968,2017-09-15 13:32:36,Saving Bank account 1,Food,Lunch,,130.0,Expense,INR
969,2017-09-15 11:48:48,Cash,Food,fruits,Nariyal,55.0,Expense,INR
970,2017-09-15 11:48:08,Saving Bank account 1,Health,Medicine,,373.0,Expense,INR
971,2017-09-15 11:47:49,Saving Bank account 1,Health,Hospital,Doctor Fees,150.0,Expense,INR
972,2017-09-15 11:46:38,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1 - Novelty tour and travels,1400.0,Expense,INR
973,2017-09-15 09:56:50,Saving Bank account 1,Food,Tea,2 tea parcel,24.0,Expense,INR
974,2017-09-15 09:56:30,Saving Bank account 1,Food,breakfast,2 plates poha,50.0,Expense,INR
975,2017-09-15 09:56:20,Saving Bank account 1,Food,Milk,milk 1lit ,66.0,Expense,INR
976,2017-09-14 06:21:12,Credit Card,Food,Lunch,,282.0,Expense,INR
977,2017-09-14 06:21:12,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,100.0,Expense,INR
978,2017-09-13 21:24:47,Saving Bank account 1,Food,Dinner,Sugaran Kitchen,110.0,Expense,INR
1010,2017-08-31 16:31:29,Saving Bank account 2,Other,Unknown,Sms charges + GST,17.7,Expense,INR
1011,2017-08-31 10:23:19,Cash,Household,Toiletries,Odonil,60.0,Expense,INR
1012,2017-08-31 10:22:22,Cash,Household,Kirana,Honey small bottle,10.0,Expense,INR
1013,2017-08-31 10:22:07,Cash,Household,Kirana,Janeyu,5.0,Expense,INR
1014,2017-08-31 10:21:37,Cash,Household,Kirana,Nariyal,25.0,Expense,INR
1015,2017-08-31 06:56:51,Saving Bank account 1,Gpay Reward,Unknown,,5.0,Income,INR
1016,2017-08-31 06:56:39,Saving Bank account 1,Gpay Reward,Unknown,,14.0,Income,INR
1017,2017-08-31 06:56:17,Saving Bank account 1,Food,Milk,1.5 lit milk ,99.0,Expense,INR
1018,2017-08-30 21:59:50,Saving Bank account 1,Health,Medicine,5 Meftal spas,22.0,Expense,INR
1019,2017-08-30 18:55:32,Saving Bank account 1,Salary,Unknown,From workplace ,61578.0,Income,INR
1020,2017-08-29 12:03:54,Cash,Transportation,Taxi,Ola cab - Domestic airport T1 to Current Residence,640.0,Expense,INR
1021,2017-08-28 12:06:47,Cash,Tourism,Trip,Misc expense,200.0,Expense,INR
1022,2017-08-28 12:06:47,Cash,Food,snacks,2 chips packets,20.0,Expense,INR
1023,2017-08-27 04:44:32,Cash,Tourism,Trip,Misc expense,100.0,Expense,INR
1024,2017-08-27 04:44:32,Cash,Health,Medicine,Vicks inhaler,59.0,Expense,INR
1025,2017-08-27 04:44:32,Cash,Transportation,auto,market to resort,200.0,Expense,INR
1026,2017-08-26 22:17:11,Cash,Food,breakfast,Parle G chota pack,5.0,Expense,INR
1027,2017-08-26 07:46:28,Saving Bank account 1,Maturity amount,Unknown,FD matured,61754.0,Income,INR
1028,2017-08-25 05:51:28,Cash,Health,Medicine,strepsils 13 pills,39.0,Expense,INR
1029,2017-08-24 22:31:56,Cash,Transportation,auto,Auto : Mahal to hotel,40.0,Expense,INR
1030,2017-08-24 22:31:56,Credit Card,Food,Eating out,roof top lounge  (200 french fries + 100 masala tea)+15 GST + 10 Tip,325.0,Expense,INR
1031,2017-08-24 16:09:59,Credit Card,Household,home decor,2 Bedsheets (1500 each),3000.0,Expense,INR
1032,2017-08-24 16:09:05,Credit Card,Apparel,Clothing,Jaipuri handprinted Maharani Saree (1850 Two pcs + 1500 1 pc),5200.0,Expense,INR
1033,2017-08-23 14:08:23,Cash,Food,Lunch,180 Chicken Sandwich + 120 vada pav & Samosa,300.0,Expense,INR
1034,2017-08-23 14:07:44,Cash,Transportation,Taxi,Ola cab - Current Residence to Domestic airport T1,850.0,Expense,INR
1035,2017-08-22 16:11:00,Cash,Family,Pocket money,,5000.0,Expense,INR
1036,2017-08-22 16:11:00,Cash,Household,Kitchen,Mahanagar Gas connection installation,300.0,Expense,INR
1039,2017-08-21 18:02:58,Saving Bank account 1,Household,Appliances,Selfie stick Bluetooth tripod,280.0,Expense,INR
1040,2017-08-21 18:02:12,Saving Bank account 1,Beauty,grooming,Shaving,50.0,Expense,INR
1041,2017-08-21 11:59:10,Saving Bank account 1,Food,Grocery,1.5 kg onions,33.0,Expense,INR
1042,2017-08-21 11:58:05,Saving Bank account 1,Beauty,Accessories,Lens cleaner,80.0,Expense,INR
1043,2017-08-21 11:52:41,Saving Bank account 1,Education,Stationary,15 fevistick + 12 xerox2 & print2,27.0,Expense,INR
1044,2017-08-20 21:01:24,Credit Card,Food,Ice cream,Baskin Robbins,166.0,Expense,INR
1045,2017-08-20 21:00:13,Credit Card,Food,Lunch,280 chicken dum biryani+ 200 paneer tikka laziz + GST,504.0,Expense,INR
1046,2017-08-20 20:59:43,Cash,Transportation,auto,BKC to kurla station,60.0,Expense,INR
1047,2017-08-20 20:58:50,Saving Bank account 1,Transportation,Taxi,Ola cab - siddhivinayak to BKC,361.0,Expense,INR
1048,2017-08-20 20:58:05,Cash,Transportation,Taxi,Dadar West to siddhivinayak,25.0,Expense,INR
1049,2017-08-20 20:57:31,Cash,Transportation,Train,2 Place 0 to dadar return,60.0,Expense,INR
1050,2017-08-20 20:57:08,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
1051,2017-08-20 09:37:13,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,48.0,Expense,INR
1052,2017-08-20 00:08:12,Credit Card,Other,Unknown,Mobile cover moto G5 plus,239.0,Expense,INR
1053,2017-08-20 00:07:49,Credit Card,Household,Furniture,Foldable wardrobe,569.0,Expense,INR
1054,2017-08-19 11:50:16,Cash,Household,Appliances,2 locks for bags,60.0,Expense,INR
1055,2017-08-19 11:49:46,Cash,Household,Kirana,Colgate max fresh small,20.0,Expense,INR
1056,2017-08-19 11:49:24,Cash,Household,Kirana,Dettol sanitizer,45.0,Expense,INR
1057,2017-08-19 11:48:49,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,217.0,Expense,INR
1058,2017-08-18 15:33:07,Cash,Family,Pocket money,,100.0,Expense,INR
1059,2017-08-17 23:22:21,Cash,maid,Unknown,,1020.0,Expense,INR
1060,2017-08-17 19:38:57,Cash,Household,Kirana,Sugar 1kg Rs.55 + shengdana Rs.33,88.0,Expense,INR
1061,2017-08-17 19:36:33,Cash,Food,snacks,2 Bhaji pav + 1 vadapav,45.0,Expense,INR
1062,2017-08-15 19:36:01,Credit Card,Household,Appliances,Wifi Router TP link,1400.0,Expense,INR
1063,2017-08-15 12:51:45,Saving Bank account 1,Food,Milk,1.5 lit milk ,99.0,Expense,INR
1064,2017-08-14 20:03:33,Credit Card,Household,Appliances,Steam machine,320.0,Expense,INR
1065,2017-08-14 11:44:04,Credit Card,Household,Kirana,Biscuits+ onions,112.0,Expense,INR
1112,2017-07-31 21:14:52,Saving Bank account 1,Food,Dinner,Catering Service:Chicken masala (90)+2 chapati (10),100.0,Expense,INR
1113,2017-07-31 12:12:39,Cash,Transportation,auto,ola auto - Current Residence to McD,65.0,Expense,INR
1114,2017-07-31 09:51:59,Saving Bank account 1,Food,Eggs,4 eggs,22.0,Expense,INR
1115,2017-07-30 21:33:27,Saving Bank account 1,Gpay Reward,Unknown,,6.0,Income,INR
1116,2017-07-30 21:33:27,Cash,Food,Grocery,Dahi 2 packets,20.0,Expense,INR
1117,2017-07-30 21:33:27,Saving Bank account 1,Transportation,Travels,2 Neeta travels : Place A to pune,895.0,Expense,INR
1118,2017-07-30 15:38:49,Cash,Household,Appliances,Laptop repair,1000.0,Expense,INR
1119,2017-07-30 15:36:42,Saving Bank account 1,Household,Appliances,Laptop repair ( 128gb SSD rs 2200+ 500gb HDD Rs.1800 + Msoffice+ windows),3000.0,Expense,INR
1120,2017-07-30 14:20:18,Cash,Food,snacks,Chicken roll kasha,100.0,Expense,INR
1121,2017-07-30 14:19:42,Cash,Transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR
1122,2017-07-30 07:48:51,Saving Bank account 1,Salary,Unknown,From workplace ,61578.0,Income,INR
1123,2017-07-29 13:30:49,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1124,2017-07-29 13:30:49,Credit Card,Health,Medicine,Hospital consultation,556.0,Expense,INR
1125,2017-07-29 09:48:55,Saving Bank account 1,Transportation,auto,ola auto - Current Residence to hospital Place 6,97.0,Expense,INR
1126,2017-07-28 16:20:14,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
1127,2017-07-28 15:25:34,Credit Card,Health,Medicine,Hospital consultation,167.0,Expense,INR
1128,2017-07-28 11:31:24,Credit Card,Health,Hospital,Hospital consultation,3050.0,Expense,INR
1129,2017-07-28 11:31:02,Cash,Transportation,Train,2 Place 0 to Place 6 return,20.0,Expense,INR
1130,2017-07-28 11:30:45,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
1131,2017-07-27 20:33:23,Credit Card,Food,Dinner,Non veg overloaded pizza,215.0,Expense,INR
1132,2017-07-27 20:05:23,Credit Card,Food,Lunch,Chicken lollypop 4 pcs,203.0,Expense,INR
1133,2017-07-27 06:05:30,Cash,Household,Appliances,Distilled water refill Inverter (Rs.100 given by Family),200.0,Expense,INR
1134,2017-07-27 05:40:08,Recurring Deposit,Maturity amount,Unknown,RD2 matured,40326.0,Income,INR
1135,2017-07-27 05:39:02,Recurring Deposit,Maturity amount,Unknown,RD1 matured,40326.0,Income,INR
1136,2017-07-26 19:31:06,Saving Bank account 1,Tax refund,Unknown,,19350.0,Income,INR
1137,2017-07-25 19:31:06,Saving Bank account 1,Tourism,Trip,Tours and Travel,20000.0,Expense,INR
1138,2017-07-24 21:52:22,Credit Card,Food,snacks,Garlic bread + periperi masala fries,248.0,Expense,INR
1139,2017-07-24 10:04:20,Saving Bank account 1,Food,Eggs,4 eggs,22.0,Expense,INR
1140,2017-07-24 10:03:43,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1141,2017-07-23 16:02:41,Cash,Household,Appliances,For tata sky installation (100 rs given by Family ),200.0,Expense,INR
1142,2017-07-23 15:57:31,Saving Bank account 1,Household,Appliances,Tata sky STB (1299)+ 1 month recharge (226)+ extra wire 45meters(540),2065.0,Expense,INR
1143,2017-07-23 12:30:28,Saving Bank account 1,Food,Grocery,Amul butter,52.0,Expense,INR
1144,2017-07-22 14:55:35,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1145,2017-07-21 13:36:14,Saving Bank account 1,Equity Mutual Fund C,Unknown,,1000.0,Transfer-Out,INR
1146,2017-07-21 13:16:01,Saving Bank account 1,Other,Unknown,CA  - income tax filing,1000.0,Expense,INR
1147,2017-07-21 08:46:09,Saving Bank account 1,Food,Milk,Half lit  milk,33.0,Expense,INR
1148,2017-07-20 19:32:11,Saving Bank account 1,Food,Grocery,,88.0,Expense,INR
1149,2017-07-20 19:31:37,Cash,Food,snacks,Puri packet of 50 pcs,50.0,Expense,INR
1150,2017-07-20 15:14:48,Credit Card,subscription,Mobile Service Provider,Annual recharge,2545.0,Expense,INR
1151,2017-07-20 12:03:16,Saving Bank account 1,Food,Milk,Half lit  milk,32.0,Expense,INR
1152,2017-07-19 08:44:38,Saving Bank account 1,Food,Eggs,4 eggs,22.0,Expense,INR
1153,2017-07-19 08:44:20,Saving Bank account 1,Food,Milk,Half lit  milk,32.0,Expense,INR
1154,2017-07-18 21:44:59,Saving Bank account 1,Food,beverage,Thumbs up 250ml,20.0,Expense,INR
1155,2017-07-18 21:44:29,Saving Bank account 1,Food,Water,5 litres can,70.0,Expense,INR
1156,2017-07-18 21:02:27,Cash,Food,flour mill,Gehu 3 kg Rs21 + bajari 1kg Rs 7 + dal 1.5 kg Rs15,43.0,Expense,INR
1157,2017-07-18 21:00:34,Saving Bank account 1,Food,Grocery,potato 1kg,35.0,Expense,INR
1158,2017-07-18 20:59:33,Saving Bank account 1,Household,Hardware,Pakad,240.0,Expense,INR
1159,2017-07-18 20:58:55,Saving Bank account 1,Household,Hardware,Umbrella,540.0,Expense,INR
1160,2017-07-18 20:58:13,Cash,Other,Unknown,Hari oil depo coupon,25.0,Income,INR
1161,2017-07-18 20:55:35,Cash,Food,Grocery,onion 2.5 kg,55.0,Expense,INR
1162,2017-07-17 22:16:39,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
1163,2017-07-17 22:16:02,Saving Bank account 1,Apparel,Laundry,9 clothes ironing,63.0,Expense,INR
1164,2017-07-17 16:53:08,Saving Bank account 1,Food,beverage,Lemon tea,60.0,Expense,INR
1165,2017-07-17 16:21:41,Credit Card,Food,Lunch,1 dal makhani rice(200)+ 1 chicken tikka rice(220)+chocolate pastry (120),540.0,Expense,INR
1166,2017-07-17 12:58:38,Saving Bank account 1,Transportation,Train,2 Place 0 to TB returns,40.0,Expense,INR
1167,2017-07-15 19:01:54,Saving Bank account 1,Food,snacks,Gupta bhel,25.0,Expense,INR
1168,2017-07-15 13:07:28,Saving Bank account 1,Food,Milk,Half lit  milk,32.0,Expense,INR
1169,2017-07-14 20:01:33,Saving Bank account 1,Food,Ice cream,chocobar,15.0,Expense,INR
1213,2017-06-30 08:43:56,Saving Bank account 1,Gift,Unknown,Forrest essential perfume,4800.0,Expense,INR
1214,2017-06-30 07:57:06,Saving Bank account 1,Interest,Unknown,interest paid,870.0,Income,INR
1215,2017-06-30 07:57:44,Saving Bank account 1,Salary,Unknown,From workplace ,56957.0,Income,INR
1216,2017-06-29 19:49:10,Saving Bank account 1,Beauty,grooming,Shaving,60.0,Expense,INR
1217,2017-06-29 07:48:30,Cash,Transportation,auto,Place 2 station to hospital 2 seat,50.0,Expense,INR
1218,2017-06-28 22:51:12,Cash,Transportation,Train,2 Place 0 to tilaknagar single side,30.0,Expense,INR
1219,2017-06-28 22:50:55,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
1220,2017-06-28 13:34:41,Saving Bank account 1,Food,Lunch,Chicken lollypop 4 pcs,186.5,Expense,INR
1221,2017-06-28 10:19:28,Saving Bank account 1,Food,Grocery,5rs mirchi + crack-jack,15.0,Expense,INR
1222,2017-06-28 09:41:39,Saving Bank account 1,Family,Pocket money,,1500.0,Expense,INR
1223,2017-06-28 09:18:53,Cash,maid,Unknown,House Cleaning + washing utensils,2000.0,Expense,INR
1224,2017-06-27 10:04:24,Saving Bank account 1,Recurring Deposit,Unknown,New RD opened for 3 years,1000.0,Transfer-Out,INR
1225,2017-06-27 10:00:50,Saving Bank account 1,Fixed Deposit,Unknown,New FD opened for 3 years,200000.0,Transfer-Out,INR
1226,2017-06-27 09:32:15,Cash,Health,Medicine,Cough-sills 4 pcs,12.0,Expense,INR
1227,2017-06-26 11:38:42,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR
1228,2017-06-26 11:38:23,Saving Bank account 1,Food,Grocery,Dahi 2 packets,20.0,Expense,INR
1229,2017-06-26 11:38:08,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1230,2017-06-25 13:38:59,Cash,Transportation,Train,Place 0 to WS return,10.0,Expense,INR
1231,2017-06-24 09:11:16,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1232,2017-06-23 09:52:10,Saving Bank account 1,Food,Grocery,Shengdane pav kg,35.0,Expense,INR
1233,2017-06-23 09:52:10,Saving Bank account 1,Other,Unknown,Credit Card fee,590.0,Expense,INR
1234,2017-06-22 23:26:41,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1235,2017-06-22 23:05:45,Saving Bank account 1,Gift,Unknown,Forrest essential after shave,1595.0,Expense,INR
1236,2017-06-22 23:04:54,Saving Bank account 1,Food,Eating out,Taco Bell veg combo,261.0,Expense,INR
1237,2017-06-22 23:03:08,Cash,Transportation,train,2 Place 0 to WS returns,20.0,Expense,INR
1238,2017-06-22 23:02:07,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
1239,2017-06-20 21:08:28,Saving Bank account 1,Gift,Unknown,Cupcake mould,250.0,Expense,INR
1240,2017-06-19 10:19:53,Saving Bank account 1,Food,Grocery,Shev bhaji sev pav kg,60.0,Expense,INR
1241,2017-06-19 10:19:53,Cash,Food,flour mill,M D sure 3kg atta,141.0,Expense,INR
1242,2017-06-19 10:19:53,Saving Bank account 1,Food,Grocery,Amul malai paneer pav kg,80.0,Expense,INR
1243,2017-06-19 10:19:33,Saving Bank account 1,Food,breakfast,Bread,18.0,Expense,INR
1244,2017-06-19 10:19:14,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1245,2017-06-18 20:01:48,Cash,Transportation,Bus,H to kala circle,12.0,Expense,INR
1246,2017-06-18 20:01:09,Cash,Transportation,Bus,Kala circle to H,15.0,Expense,INR
1247,2017-06-17 10:25:13,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1248,2017-06-16 23:18:37,Saving Bank account 1,Gift,Unknown,Jeff kellar's winning attitude,137.0,Expense,INR
1249,2017-06-16 19:03:15,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1250,2017-06-15 19:01:47,Saving Bank account 1,Other,Unknown,Courier,50.0,Expense,INR
1251,2017-06-15 19:01:47,Saving Bank account 1,Education,Stationary,Print outs 3 + Xerox 16 + envelope 10,29.0,Expense,INR
1252,2017-06-13 20:06:49,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1292,2017-05-31 20:47:17,Saving Bank account 1,Apparel,Clothing,undergarments pair of Jockey,655.0,Expense,INR
1293,2017-05-31 10:25:17,Saving Bank account 1,Salary,Unknown,From workplace ,56970.0,Income,INR
1294,2017-05-30 19:57:58,Saving Bank account 1,Food,Dinner,5 chapati,25.0,Expense,INR
1295,2017-05-30 19:57:58,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
1296,2017-05-30 17:04:28,Cash,Food,beverage,Slice + Pepsi,40.0,Expense,INR
1297,2017-05-30 17:04:07,Cash,Food,Lunch,2 veg Frankie,120.0,Expense,INR
1298,2017-05-30 17:02:53,Cash,Household,Kitchen,Crockery,275.0,Expense,INR
1299,2017-05-30 11:35:31,Saving Bank account 1,Food,Tea,2 tea,34.0,Expense,INR
1300,2017-05-30 09:41:31,Cash,Transportation,Train,2 Place 0 to Place P return,80.0,Expense,INR
1301,2017-05-30 09:41:14,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
1302,2017-05-29 09:25:48,Saving Bank account 1,Food,Grocery,Half kg potato + half kg banana,35.0,Expense,INR
1303,2017-05-29 09:25:48,Cash,Education,Stationary,Xerox,30.0,Expense,INR
1304,2017-05-29 09:25:48,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1305,2017-05-28 20:47:33,Saving Bank account 1,Household,Kirana,,996.0,Expense,INR
1306,2017-05-28 20:47:18,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR
1307,2017-05-28 19:39:31,Cash,Food,vegetables,,45.0,Expense,INR
1308,2017-05-28 19:39:11,Saving Bank account 1,Food,Grocery,Mango 1 kg,140.0,Expense,INR
1309,2017-05-28 19:27:51,Cash,Food,Grocery,,30.0,Expense,INR
1310,2017-05-28 19:27:36,Saving Bank account 1,Food,vegetables,,60.0,Expense,INR
1311,2017-05-28 19:16:01,Saving Bank account 1,Food,breakfast,Medu vada 1 plate + dal vada 1,70.0,Expense,INR
1312,2017-05-27 18:20:47,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1313,2017-05-27 13:21:21,Saving Bank account 1,Education,Stationary,Print outs+ Xerox,20.0,Expense,INR
1314,2017-05-27 13:21:01,Saving Bank account 1,Food,vegetables,Pav kg tomato,20.0,Expense,INR
1315,2017-05-25 08:47:34,Cash,Food,snacks,Ragda Puri,30.0,Expense,INR
1316,2017-05-25 08:47:34,Cash,Transportation,Train,Place 0 to Vikhroli single,15.0,Expense,INR
1317,2017-05-24 08:46:43,Saving Bank account 1,subscription,Cable TV,,261.0,Expense,INR
1318,2017-05-24 08:46:43,Cash,Food,snacks,Samosa pav @ kurla,15.0,Expense,INR
1319,2017-05-24 08:46:43,Cash,Transportation,Train,Place 0 to Vikhroli return,30.0,Expense,INR
1320,2017-05-24 08:46:32,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1321,2017-05-23 22:10:00,Saving Bank account 1,Food,snacks,Gupta bhel,25.0,Expense,INR
1322,2017-05-23 22:09:27,Cash,Household,Kirana,Rasna orange,46.0,Expense,INR
1323,2017-05-23 22:08:10,Saving Bank account 1,Education,Stationary,White board pen 25 + duster 50,75.0,Expense,INR
1324,2017-05-22 17:30:12,Saving Bank account 1,Food,flour mill,M D sure 2kg atta,88.0,Expense,INR
1325,2017-05-22 17:29:38,Saving Bank account 1,Household,Appliances,3 pin Holder,50.0,Expense,INR
1326,2017-05-22 09:55:12,Saving Bank account 1,Food,beverage,Coke 750ml,40.0,Expense,INR
1327,2017-05-22 09:44:08,Saving Bank account 1,Food,beverage,sugarcane juice,15.0,Expense,INR
1329,2017-05-21 15:34:55,Cash,Transportation,Train,2 Place 0 to Place 4 return,30.0,Expense,INR
1330,2017-05-21 15:33:51,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
1331,2017-05-21 15:26:54,Cash,Food,flour mill,3 kg ( 2kg bajari Rs 7 each + 1kg gahu & maka mix Rs.10),24.0,Expense,INR
1332,2017-05-21 09:40:52,Cash,Transportation,auto,Decathlon to station,20.0,Expense,INR
1334,2017-05-18 16:11:48,Saving Bank account 1,Food,Dinner,pav bhaji + 5 pav extra,219.0,Expense,INR
1335,2017-05-18 16:11:48,Cash,Food,Tea,,10.0,Expense,INR
1336,2017-05-18 16:11:26,Saving Bank account 1,Food,vegetables,,60.0,Expense,INR
1337,2017-05-18 16:11:08,Saving Bank account 1,Food,Lunch,Bhai poli,45.0,Expense,INR
1338,2017-05-18 11:06:52,Saving Bank account 1,Food,breakfast,Poha,25.0,Expense,INR
1339,2017-05-18 11:06:30,Cash,Beauty,grooming,Shaving,50.0,Expense,INR
1340,2017-05-18 11:06:19,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1341,2017-05-18 11:06:06,Cash,Food,Tea,,10.0,Expense,INR
1342,2017-05-17 14:12:16,Cash,Food,Tea,,5.0,Expense,INR
1343,2017-05-17 14:12:16,Saving Bank account 1,Food,Ice cream,Vanila family pack,99.0,Expense,INR
1344,2017-05-17 14:12:16,Saving Bank account 1,Food,Lunch,Full egg fried rice 100 + Manchurian dry 100,210.0,Expense,INR
1345,2017-05-17 10:27:35,Cash,Food,Tea,,10.0,Expense,INR
1346,2017-05-16 19:10:09,Cash,Food,Tea,,10.0,Expense,INR
1347,2017-05-16 14:39:07,Saving Bank account 1,Beauty,grooming,Razor Blade,247.0,Expense,INR
1348,2017-05-16 13:22:48,Saving Bank account 1,Food,Lunch,Non veg combo meal,234.0,Expense,INR
1349,2017-05-16 13:11:02,Cash,Food,Tea,,5.0,Expense,INR
1350,2017-05-15 20:42:20,Saving Bank account 1,subscription,Newspaper,March 210 + April 170,380.0,Expense,INR
1351,2017-05-15 19:28:42,Cash,Food,Dinner,Veg cheese grill sandwich,100.0,Expense,INR
1352,2017-05-15 19:28:22,Saving Bank account 1,Food,breakfast,Poha 25+ tea 10,35.0,Expense,INR
1353,2017-05-14 20:06:03,Saving Bank account 1,Household,Kirana,Shev bhaji sev,50.0,Expense,INR
1354,2017-05-14 14:21:59,Saving Bank account 1,Food,Lunch,Non veg overloaded pizza,242.0,Expense,INR
1355,2017-05-13 20:51:02,Saving Bank account 1,Food,Dinner,Non veg overloaded pizza,242.0,Expense,INR
1356,2017-05-13 18:02:21,Cash,Food,Tea,,10.0,Expense,INR
1357,2017-05-13 18:02:10,Saving Bank account 1,Food,Lunch,4 chapati,20.0,Expense,INR
1358,2017-05-13 10:43:50,Cash,Food,Tea,,5.0,Expense,INR
1359,2017-05-13 10:43:17,Saving Bank account 1,Food,breakfast,Medu vada 1 plate,35.0,Expense,INR
1421,2017-04-30 23:04:01,Saving Bank account 1,Food,Ice cream,chocobar,10.0,Expense,INR
1422,2017-04-30 21:08:58,Saving Bank account 1,Salary,Unknown,From workplace ,56957.0,Income,INR
1423,2017-04-30 21:03:55,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
1424,2017-04-30 21:03:30,Cash,Food,fruits,6 bananas,25.0,Expense,INR
1425,2017-04-30 21:02:52,Saving Bank account 1,Food,Dinner,Chicken lollypop 8 pcs,221.0,Expense,INR
1426,2017-04-30 19:53:16,Cash,Food,snacks,2 Pani Puri+ 1 samosa chat,110.0,Expense,INR
1427,2017-04-30 08:32:12,Saving Bank account 1,Food,Grocery,Chota bread,17.0,Expense,INR
1428,2017-04-30 08:31:52,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1429,2017-04-28 11:17:49,Saving Bank account 1,Food,Ice cream,Cup of butterscotch (20) + chocobar (10),30.0,Expense,INR
1430,2017-04-28 11:17:49,Saving Bank account 1,subscription,Netflix,1 month subscription,149.0,Expense,INR
1431,2017-04-27 09:35:41,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1432,2017-04-26 11:25:09,Saving Bank account 1,Gift,Unknown,farewell contribution,385.0,Expense,INR
1433,2017-04-25 10:30:36,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR
1434,2017-04-25 09:21:54,Cash,Transportation,auto,Place 6 station to college,10.0,Expense,INR
1435,2017-04-25 09:21:21,Cash,Transportation,Train,2 Place 0 to Place 6 return,20.0,Expense,INR
1436,2017-04-25 09:21:02,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
1437,2017-04-25 09:20:48,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1438,2017-04-24 23:51:40,Saving Bank account 1,Other,Unknown,Family's Wristwatch repair,170.0,Expense,INR
1439,2017-04-23 23:52:40,Saving Bank account 1,Food,vegetables,Ladyfinger pav kg,15.0,Expense,INR
1440,2017-04-23 23:52:40,Saving Bank account 1,Food,snacks,2 Veg puff,40.0,Expense,INR
1441,2017-04-22 09:06:19,Saving Bank account 1,Food,beverage,sugarcane juice,20.0,Expense,INR
1442,2017-04-22 09:06:19,Saving Bank account 1,Transportation,Train,Place 0 to Vikhroli return,30.0,Expense,INR
1443,2017-04-22 07:26:43,Saving Bank account 1,Food,Grocery,milk 1 lit (64) + paneer (75) + bread (30) + 6 eggs (36),205.0,Expense,INR
1444,2017-04-21 20:26:04,Saving Bank account 1,Health,Medicine,Q-dee strip,40.0,Expense,INR
1446,2017-04-20 20:42:02,Saving Bank account 1,Household,Kirana,Smart point,621.68,Expense,INR
1447,2017-04-20 14:03:33,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
1448,2017-04-18 18:20:51,Saving Bank account 1,Food,Ice cream,Raspberry dolly,20.0,Expense,INR
1449,2017-04-18 13:19:27,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
